NumberWithDash,EPM_ProductionControlItemID,EPM_MainMark,EPM_InstanceNumber,Assembly_MainPieceProductionCode,Assembly_MainPartLengthFt,Assembly_WeightEachLbs,Assembly_SurfaceAreaEachSqFt,Assembly_MainPartShape,Assembly_MainPartDimension,Assembly_MainPartFinishDescr,Assembly_TotalQuantityInJob,Assembly_NumSmallParts,EPM_AdjustedStationName,TimeInSeconds_ThisWorkSegment,Assembly_EstTotalHours_ThisLaborGroup
23-038,866813,P528,4,PLATE,0.58,8.612,0.98,PL,1/2 x 7,"B - Steel, No Paint Wide Flange Beam Tops",4,2,Weld,196,0.03485
23-038,866820,T286,1,TUBE STEEL,4.62,65.883,7.19,HSS,4 x 4 x 0.25,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Fab/Layout,776,0.83912
23-038,866820,T286,1,TUBE STEEL,4.62,65.883,7.19,HSS,4 x 4 x 0.25,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Material Handling,19,1.1001999999999998
23-038,866820,T286,1,TUBE STEEL,4.62,65.883,7.19,HSS,4 x 4 x 0.25,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Weld,1073,0.55511
23-038,866822,T287,1,TUBE STEEL,31.1,1184.566,85.44,HSS,10 x 6 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,6,Fab/Layout,1258,2.58498
23-038,866822,T287,1,TUBE STEEL,31.1,1184.566,85.44,HSS,10 x 6 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,6,Material Handling,4,1.03983
23-038,866822,T287,1,TUBE STEEL,31.1,1184.566,85.44,HSS,10 x 6 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,6,Weld,41,0.16717
23-038,866835,T480,1,TUBE STEEL,4.86,27.193,4.05,HSS,3 x 2 x 0.188,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,36,0.0
23-038,866836,T491,1,TUBE STEEL,14.45,470.883,33.72,HSS,10 x 4 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,7185,0.0
23-038,866837,T493,1,TUBE STEEL,11.48,374.161,26.8,HSS,10 x 4 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,4497,0.0
23-038,866838,T494,1,TUBE STEEL,10.09,328.685,23.54,HSS,10 x 4 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,4759,0.0
23-038,866839,T495,1,TUBE STEEL,8.32,271.161,19.42,HSS,10 x 4 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,2809,0.0
23-038,866840,T496,1,TUBE STEEL,6.85,223.139,15.98,HSS,10 x 4 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,2681,0.0
23-038,866841,T498,1,TUBE STEEL,8.88,683.126,48.23,HSS,10 x 6 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Fab/Layout,13072,6.00657
23-038,866841,T498,1,TUBE STEEL,8.88,683.126,48.23,HSS,10 x 6 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Material Handling,35,1.56504
23-038,866841,T498,1,TUBE STEEL,8.88,683.126,48.23,HSS,10 x 6 x 0.375,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Weld,7930,6.536910000000001
23-038,866844,T499,1,TUBE STEEL,6.13,93.721,9.73,HSS,4 x 4 x 0.25,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Fab/Layout,840,0.8121200000000001
23-038,866844,T499,1,TUBE STEEL,6.13,93.721,9.73,HSS,4 x 4 x 0.25,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Weld,621,0.10543
23-038,897368,A167,1,ANGLE,2.77,21.286,2.77,L,3 x 3 x 3/8,"D - Steel, Paint All",1,1,Fab/Layout,25,0.0
23-038,897372,A176,1,ANGLE,2.77,21.286,2.77,L,3 x 3 x 3/8,"D - Steel, Paint All",1,1,Fab/Layout,33,0.0
23-038,897376,A177,1,ANGLE,3.23,24.586,3.23,L,3 x 3 x 3/8,"D - Steel, Paint All",1,1,Fab/Layout,38,0.0
23-038,897380,A178,1,ANGLE,3.08,25.615,3.08,L,3 x 3 x 3/8,"D - Steel, Paint All",1,1,Fab/Layout,37,0.0
23-038,897385,A198,1,ANGLE,2.82,18.943,3.76,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,68,0.0
23-038,897389,A199,1,ANGLE,3.52,23.619,4.69,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,86,0.0
23-038,897393,A200,1,ANGLE,4.57,30.666,6.09,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,88,0.0
23-038,897397,A201,1,ANGLE,5.36,36.03,7.15,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,36,0.0
23-038,897401,A202,1,ANGLE,2.6,17.465,3.47,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,60,0.0
23-038,897405,A203,1,ANGLE,2.6,17.465,3.47,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,97,0.0
23-038,897409,A204,1,ANGLE,2.6,17.465,3.47,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,67,0.0
23-038,897413,A205,1,ANGLE,2.6,18.977,3.77,L,4 x 4 x 1/4,"D - Steel, Paint All",1,2,Fab/Layout,954,0.40736999999999995
23-038,897413,A205,1,ANGLE,2.6,18.977,3.77,L,4 x 4 x 1/4,"D - Steel, Paint All",1,2,Material Handling,54,0.09163
23-038,897413,A205,1,ANGLE,2.6,18.977,3.77,L,4 x 4 x 1/4,"D - Steel, Paint All",1,2,Weld,510,0.0
23-038,897418,A207,1,ANGLE,1.55,16.985,2.81,L,6 x 4 x 5/16,"D - Steel, Paint All",1,2,Fab/Layout,654,0.38976000000000005
23-038,897418,A207,1,ANGLE,1.55,16.985,2.81,L,6 x 4 x 5/16,"D - Steel, Paint All",1,2,Material Handling,96,0.06810999999999999
23-038,897418,A207,1,ANGLE,1.55,16.985,2.81,L,6 x 4 x 5/16,"D - Steel, Paint All",1,2,Weld,159,0.03217
23-038,897420,A208,1,ANGLE,0.34,4.593,0.81,L,6 x 4 x 5/16,"D - Steel, Paint All",1,2,Fab/Layout,333,0.36968000000000006
23-038,897420,A208,1,ANGLE,0.34,4.593,0.81,L,6 x 4 x 5/16,"D - Steel, Paint All",1,2,Material Handling,5,0.0539
23-038,897420,A208,1,ANGLE,0.34,4.593,0.81,L,6 x 4 x 5/16,"D - Steel, Paint All",1,2,Weld,120,0.03217
23-038,897422,A218,1,ANGLE,3.1,20.951,4.14,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,4,0.0
23-038,897422,A218,2,ANGLE,3.1,20.951,4.14,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,82,0.0
23-038,897422,A218,3,ANGLE,3.1,20.951,4.14,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,67,0.0
23-038,897422,A218,4,ANGLE,3.1,20.951,4.14,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,82,0.0
23-038,897422,A218,5,ANGLE,3.1,20.951,4.14,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,22,0.0
23-038,897422,A218,6,ANGLE,3.1,20.951,4.14,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,75,0.0
23-038,897426,A219,1,ANGLE,3.8,25.523,5.06,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,74,0.0
23-038,897426,A219,2,ANGLE,3.8,25.523,5.06,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,67,0.0
23-038,897426,A219,3,ANGLE,3.8,25.523,5.06,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,66,0.0
23-038,897426,A219,4,ANGLE,3.8,25.523,5.06,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,63,0.0
23-038,897426,A219,5,ANGLE,3.8,25.523,5.06,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,67,0.0
23-038,897426,A219,6,ANGLE,3.8,25.523,5.06,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,66,0.0
23-038,897430,A220,1,ANGLE,4.85,32.501,6.47,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,728,0.0
23-038,897430,A220,2,ANGLE,4.85,32.501,6.47,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,146,0.0
23-038,897430,A220,3,ANGLE,4.85,32.501,6.47,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,82,0.0
23-038,897430,A220,4,ANGLE,4.85,32.501,6.47,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,146,0.0
23-038,897430,A220,5,ANGLE,4.85,32.501,6.47,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,146,0.0
23-038,897430,A220,6,ANGLE,4.85,32.501,6.47,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,145,0.0
23-038,897434,A221,1,ANGLE,5.65,37.726,7.53,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,1711,0.0
23-038,897434,A221,2,ANGLE,5.65,37.726,7.53,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,342,0.0
23-038,897434,A221,3,ANGLE,5.65,37.726,7.53,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,342,0.0
23-038,897434,A221,4,ANGLE,5.65,37.726,7.53,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,159,0.0
23-038,897434,A221,5,ANGLE,5.65,37.726,7.53,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,110,0.0
23-038,897434,A221,6,ANGLE,5.65,37.726,7.53,L,4 x 4 x 1/4,"D - Steel, Paint All",6,1,Fab/Layout,260,0.0
23-038,897438,A237,1,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Fab/Layout,514,0.31270666666666663
23-038,897438,A237,1,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Material Handling,38,0.13615999999999998
23-038,897438,A237,1,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Weld,150,0.03217
23-038,897438,A237,2,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Fab/Layout,328,0.31270666666666663
23-038,897438,A237,2,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Material Handling,40,0.06807999999999999
23-038,897438,A237,2,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Weld,134,0.03217
23-038,897438,A237,3,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Fab/Layout,203,0.31270666666666663
23-038,897438,A237,3,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Material Handling,9,0.06807999999999999
23-038,897438,A237,3,ANGLE,1.55,16.847,2.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Weld,146,0.03217
23-038,897440,A238,1,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,16,0.0
23-038,897440,A238,2,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,15,0.0
23-038,897440,A238,3,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,16,0.0
23-038,897440,A238,4,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,16,0.0
23-038,897440,A238,5,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,15,0.0
23-038,897440,A238,6,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,82,0.0
23-038,897444,A239,1,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Fab/Layout,317,0.29262
23-038,897444,A239,1,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Material Handling,59,0.05385999999999999
23-038,897444,A239,1,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Weld,170,0.03217
23-038,897444,A239,2,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Fab/Layout,195,0.29262
23-038,897444,A239,2,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Material Handling,4,0.05385999999999999
23-038,897444,A239,2,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Weld,116,0.03217
23-038,897444,A239,3,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Fab/Layout,200,0.29262
23-038,897444,A239,3,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Material Handling,3,0.05385999999999999
23-038,897444,A239,3,ANGLE,0.34,4.455,0.78,L,6 x 4 x 5/16,"D - Steel, Paint All",3,2,Weld,125,0.03217
23-038,897446,A240,1,ANGLE,0.99,6.773,1.33,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,62,0.0
23-038,897450,A241,1,ANGLE,0.75,5.554,0.88,L,3 1/2 x 3 1/2 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,5,0.0
23-038,897450,A241,2,ANGLE,0.75,5.554,0.88,L,3 1/2 x 3 1/2 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,4,0.0
23-038,897450,A241,3,ANGLE,0.75,5.554,0.88,L,3 1/2 x 3 1/2 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,5,0.0
23-038,897450,A241,4,ANGLE,0.75,5.554,0.88,L,3 1/2 x 3 1/2 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,4,0.0
23-038,897450,A241,5,ANGLE,0.75,5.554,0.88,L,3 1/2 x 3 1/2 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,5,0.0
23-038,897450,A241,6,ANGLE,0.75,5.554,0.88,L,3 1/2 x 3 1/2 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,24,0.0
23-038,897453,A242,1,ANGLE,1.97,13.236,2.63,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,64,0.0
23-038,897457,A243,1,ANGLE,2.77,18.599,3.69,L,4 x 4 x 1/4,"D - Steel, Paint All",1,1,Fab/Layout,15,0.0
23-038,897461,A244,1,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,163,0.0
23-038,897461,A244,2,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,33,0.0
23-038,897461,A244,3,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,33,0.0
23-038,897461,A244,4,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,32,0.0
23-038,897461,A244,5,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,33,0.0
23-038,897461,A244,6,ANGLE,0.75,8.117,1.25,L,6 x 4 x 5/16,"D - Steel, Paint All",6,1,Fab/Layout,32,0.0
23-038,897465,B147,1,CHANNEL,8.99,610.539,157.63,C,10 x 15.3,"D - Steel, Paint All",1,11,Fab/Layout,12404,33.3834
23-038,897465,B147,1,CHANNEL,8.99,610.539,157.63,C,10 x 15.3,"D - Steel, Paint All",1,11,Material Handling,84,1.9540600000000001
23-038,897465,B147,1,CHANNEL,8.99,610.539,157.63,C,10 x 15.3,"D - Steel, Paint All",1,11,Weld,20950,7.98492
23-038,897476,B183,1,CHANNEL,9.46,746.53,202.4,MC,12 x 14.3,"D - Steel, Paint All",1,11,Fab/Layout,6899,17.91334
23-038,897476,B183,1,CHANNEL,9.46,746.53,202.4,MC,12 x 14.3,"D - Steel, Paint All",1,11,Material Handling,405,2.1447899999999995
23-038,897476,B183,1,CHANNEL,9.46,746.53,202.4,MC,12 x 14.3,"D - Steel, Paint All",1,11,Weld,9283,10.54896
23-038,897487,B185,1,CHANNEL,9.54,596.254,152.8,C,10 x 15.3,"D - Steel, Paint All",1,11,Fab/Layout,10937,71.01738
23-038,897487,B185,1,CHANNEL,9.54,596.254,152.8,C,10 x 15.3,"D - Steel, Paint All",1,11,Material Handling,6,1.91132
23-038,897487,B185,1,CHANNEL,9.54,596.254,152.8,C,10 x 15.3,"D - Steel, Paint All",1,11,Weld,8703,8.40776
23-038,897498,B200,1,CHANNEL,10.34,586.224,147.36,C,10 x 15.3,"D - Steel, Paint All",1,11,Fab/Layout,14947,22.767480000000003
23-038,897498,B200,1,CHANNEL,10.34,586.224,147.36,C,10 x 15.3,"D - Steel, Paint All",1,11,Material Handling,17,1.9240899999999999
23-038,897498,B200,1,CHANNEL,10.34,586.224,147.36,C,10 x 15.3,"D - Steel, Paint All",1,11,Weld,6715,8.08244
23-038,897509,B201,1,CHANNEL,10.34,582.994,146.43,C,10 x 15.3,"D - Steel, Paint All",2,11,Fab/Layout,11564,78.727
23-038,897509,B201,1,CHANNEL,10.34,582.994,146.43,C,10 x 15.3,"D - Steel, Paint All",2,11,Material Handling,136,3.8011999999999997
23-038,897509,B201,1,CHANNEL,10.34,582.994,146.43,C,10 x 15.3,"D - Steel, Paint All",2,11,Weld,7066,5.95023
23-038,897509,B201,2,CHANNEL,10.34,582.994,146.43,C,10 x 15.3,"D - Steel, Paint All",2,11,Fab/Layout,18686,47.2362
23-038,897509,B201,2,CHANNEL,10.34,582.994,146.43,C,10 x 15.3,"D - Steel, Paint All",2,11,Material Handling,5,1.9005999999999998
23-038,897509,B201,2,CHANNEL,10.34,582.994,146.43,C,10 x 15.3,"D - Steel, Paint All",2,11,Weld,7804,7.9336400000000005
23-038,897520,B206,1,CHANNEL,9.83,163.33,26.75,C,10 x 15.3,"D - Steel, Paint All",1,7,Fab/Layout,3502,1.77042
23-038,897520,B206,1,CHANNEL,9.83,163.33,26.75,C,10 x 15.3,"D - Steel, Paint All",1,7,Material Handling,9,0.6333799999999999
23-038,897520,B206,1,CHANNEL,9.83,163.33,26.75,C,10 x 15.3,"D - Steel, Paint All",1,7,Weld,659,0.23768999999999998
23-038,897525,B225,1,CHANNEL,9.63,111.163,19.74,C,8 x 11.5,"D - Steel, Paint All",1,1,Fab/Layout,182,0.0
23-038,897529,B226,1,CHANNEL,9.63,111.163,19.74,C,8 x 11.5,"D - Steel, Paint All",1,1,Fab/Layout,182,0.0
23-038,897533,B227,1,CHANNEL,9.63,111.163,19.74,C,8 x 11.5,"D - Steel, Paint All",1,1,Fab/Layout,140,0.0
23-038,897537,B228,1,CHANNEL,9.63,111.163,19.74,C,8 x 11.5,"D - Steel, Paint All",1,1,Fab/Layout,129,0.0
23-038,897541,B230,1,CHANNEL,9.83,163.25,26.73,C,10 x 15.3,"D - Steel, Paint All",1,7,Fab/Layout,1440,0.8851899999999999
23-038,897541,B230,1,CHANNEL,9.83,163.25,26.73,C,10 x 15.3,"D - Steel, Paint All",1,7,Material Handling,9,0.63338
23-038,897541,B230,1,CHANNEL,9.83,163.25,26.73,C,10 x 15.3,"D - Steel, Paint All",1,7,Weld,804,0.25456
23-038,897546,B231,1,CHANNEL,9.83,163.25,26.73,C,10 x 15.3,"D - Steel, Paint All",1,7,Fab/Layout,865,0.8851899999999999
23-038,897546,B231,1,CHANNEL,9.83,163.25,26.73,C,10 x 15.3,"D - Steel, Paint All",1,7,Material Handling,5,0.63338
23-038,897546,B231,1,CHANNEL,9.83,163.25,26.73,C,10 x 15.3,"D - Steel, Paint All",1,7,Weld,604,0.25456
23-038,897551,B232,1,CHANNEL,8.5,157.439,28.91,MC,12 x 14.3,"D - Steel, Paint All",1,7,Fab/Layout,1530,2.05672
23-038,897551,B232,1,CHANNEL,8.5,157.439,28.91,MC,12 x 14.3,"D - Steel, Paint All",1,7,Material Handling,16,0.71696
23-038,897551,B232,1,CHANNEL,8.5,157.439,28.91,MC,12 x 14.3,"D - Steel, Paint All",1,7,Weld,1800,0.49610999999999994
23-038,897557,B398,1,CHANNEL,9.83,169.784,27.62,C,10 x 15.3,"D - Steel, Paint All",1,8,Fab/Layout,2087,1.31166
23-038,897557,B398,1,CHANNEL,9.83,169.784,27.62,C,10 x 15.3,"D - Steel, Paint All",1,8,Material Handling,310,0.47670189250377326
23-038,897557,B398,1,CHANNEL,9.83,169.784,27.62,C,10 x 15.3,"D - Steel, Paint All",1,8,Weld,781,0.24835
23-038,897567,B399,1,CHANNEL,10.26,581.319,146.12,C,10 x 15.3,"D - Steel, Paint All",1,11,Fab/Layout,16707,73.40508000000001
23-038,897567,B399,1,CHANNEL,10.26,581.319,146.12,C,10 x 15.3,"D - Steel, Paint All",1,11,Material Handling,9,1.1611931249999998
23-038,897567,B399,1,CHANNEL,10.26,581.319,146.12,C,10 x 15.3,"D - Steel, Paint All",1,11,Weld,8644,10.981379999999998
23-038,897579,C127,1,COLUMN,6.38,51.179,6.95,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Fab/Layout,360,1.26848
23-038,897579,C127,1,COLUMN,6.38,51.179,6.95,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Material Handling,12,0.13042
23-038,897579,C127,1,COLUMN,6.38,51.179,6.95,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Weld,260,0.08062
23-038,897586,C132,1,COLUMN,6.38,51.179,6.95,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Fab/Layout,510,1.26848
23-038,897586,C132,1,COLUMN,6.38,51.179,6.95,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Material Handling,185,0.13042
23-038,897586,C132,1,COLUMN,6.38,51.179,6.95,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Weld,282,0.08062
23-038,897593,C135,1,COLUMN,5.88,47.579,6.45,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Fab/Layout,677,1.2518
23-038,897593,C135,1,COLUMN,5.88,47.579,6.45,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Material Handling,9,0.12452000000000002
23-038,897593,C135,1,COLUMN,5.88,47.579,6.45,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Weld,260,0.08062
23-038,897600,C172,1,COLUMN,7.59,59.916,8.16,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Fab/Layout,408,0.65446
23-038,897600,C172,1,COLUMN,7.59,59.916,8.16,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Material Handling,3,0.14473
23-038,897600,C172,1,COLUMN,7.59,59.916,8.16,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Weld,415,0.08062
23-038,897607,C173,1,COLUMN,7.09,56.316,7.66,L,3 x 3 x 3/8,"D - Steel, Paint All",2,2,Fab/Layout,351,0.64613
23-038,897607,C173,1,COLUMN,7.09,56.316,7.66,L,3 x 3 x 3/8,"D - Steel, Paint All",2,2,Material Handling,7,0.13884000000000002
23-038,897607,C173,1,COLUMN,7.09,56.316,7.66,L,3 x 3 x 3/8,"D - Steel, Paint All",2,2,Weld,299,0.08062
23-038,897607,C173,2,COLUMN,7.09,56.316,7.66,L,3 x 3 x 3/8,"D - Steel, Paint All",2,2,Fab/Layout,292,0.64613
23-038,897607,C173,2,COLUMN,7.09,56.316,7.66,L,3 x 3 x 3/8,"D - Steel, Paint All",2,2,Material Handling,14,0.13884000000000002
23-038,897607,C173,2,COLUMN,7.09,56.316,7.66,L,3 x 3 x 3/8,"D - Steel, Paint All",2,2,Weld,290,0.08062
23-038,897614,C174,1,COLUMN,8.89,69.216,9.45,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Fab/Layout,1624,2.0279100000000003
23-038,897614,C174,1,COLUMN,8.89,69.216,9.45,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Material Handling,3,0.15996
23-038,897614,C174,1,COLUMN,8.89,69.216,9.45,L,3 x 3 x 3/8,"D - Steel, Paint All",1,2,Weld,282,0.08062
23-038,897621,P279,1,PLATE,0.75,7.656,1.09,PL,3/8 x 8,"D - Steel, Paint All",1,1,Fab/Layout,12,0.0
23-038,897622,P282,1,PLATE,0.5,2.233,0.34,PL,3/8 x 3 1/2,"D - Steel, Paint All",5,1,Fab/Layout,163,0.0
23-038,897622,P282,2,PLATE,0.5,2.233,0.34,PL,3/8 x 3 1/2,"D - Steel, Paint All",5,1,Fab/Layout,40,0.0
23-038,897622,P282,3,PLATE,0.5,2.233,0.34,PL,3/8 x 3 1/2,"D - Steel, Paint All",5,1,Fab/Layout,8,0.0
23-038,897622,P282,4,PLATE,0.5,2.233,0.34,PL,3/8 x 3 1/2,"D - Steel, Paint All",5,1,Fab/Layout,35,0.0
23-038,897622,P282,5,PLATE,0.5,2.233,0.34,PL,3/8 x 3 1/2,"D - Steel, Paint All",5,1,Fab/Layout,28,0.0
23-038,897623,P333,1,PLATE,0.5,2.233,0.34,PL,3/8 x 3 1/2,"D - Steel, Paint All",3,1,Fab/Layout,33,0.0
23-038,897623,P333,2,PLATE,0.5,2.233,0.34,PL,3/8 x 3 1/2,"D - Steel, Paint All",3,1,Fab/Layout,6,0.0
23-038,897623,P333,3,PLATE,0.5,2.233,0.34,PL,3/8 x 3 1/2,"D - Steel, Paint All",3,1,Fab/Layout,6,0.0
23-038,897624,P547,1,PLATE,0.67,12.658,1.62,PL,3/8 x 8,"D - Steel, Paint All",2,2,Fab/Layout,440,0.5390099999999999
23-038,897624,P547,1,PLATE,0.67,12.658,1.62,PL,3/8 x 8,"D - Steel, Paint All",2,2,Material Handling,8,0.062099999999999995
23-038,897624,P547,1,PLATE,0.67,12.658,1.62,PL,3/8 x 8,"D - Steel, Paint All",2,2,Weld,366,0.07442
23-038,897624,P547,2,PLATE,0.67,12.658,1.62,PL,3/8 x 8,"D - Steel, Paint All",2,2,Fab/Layout,375,0.5390099999999999
23-038,897624,P547,2,PLATE,0.67,12.658,1.62,PL,3/8 x 8,"D - Steel, Paint All",2,2,Material Handling,8,0.062099999999999995
23-038,897624,P547,2,PLATE,0.67,12.658,1.62,PL,3/8 x 8,"D - Steel, Paint All",2,2,Weld,346,0.07442
23-038,897630,P548,1,PLATE,0.67,21.732,1.73,PL,7/8 x 8,"D - Steel, Paint All",1,2,Fab/Layout,400,0.53901
23-038,897630,P548,1,PLATE,0.67,21.732,1.73,PL,7/8 x 8,"D - Steel, Paint All",1,2,Material Handling,4,0.06288
23-038,897630,P548,1,PLATE,0.67,21.732,1.73,PL,7/8 x 8,"D - Steel, Paint All",1,2,Weld,215,0.07442
23-038,897636,HR129,1,RAIL,9.78,37.681,4.87,PI,1 1/4SCH40,"D - Steel, Paint All",1,6,Fab/Layout,2560,0.36301
23-038,897636,HR129,1,RAIL,9.78,37.681,4.87,PI,1 1/4SCH40,"D - Steel, Paint All",1,6,Material Handling,11,0.08273
